title,date,word_count,text,rewritten_headline,rewritten_body,text_length
Seven Lebanese army personnel injured in a traffic accident,2025-02-09 00:00:00,44.0," 09 Feb 2025 (National news agency - Lebanon) Seven members of the Lebanese army were injured in a traffic accident that occurred between vehicles on their way from Al-Sawana to Wadi Al-Hujayr to be deployed in Taloussa, Rab Thalathin and Bani Hayyan, south Lebanon.",Driver of a military vehicle injured seven Lebanese army personnel in a traffic accident,"09 Feb 2025 (National news agency - Lebanon) Seven Lebanese army personnel were injured in a traffic accident that occurred when a driver of a military vehicle collided with the convoy on their way from Al-Sawana to Wadi Al-Hujayr. The soldiers were en route to be deployed in Taloussa, Rab Thalathin and Bani Hayyan, south Lebanon.
The army personnel sustained various injuries, including broken bones and head trauma, and are currently receiving medical treatment. This incident highlights the ongoing issue of traffic safety in the region, with recent statistics showing an increase in road accidents involving military vehicles.
The psychological impact on the soldiers is also being assessed, as such incidents can affect their mental well-being and readiness for deployment. The Lebanese army has been working to improve traffic safety measures and reduce the number of such accidents in the future.",266
Truck hits vehicle,2025-02-22 00:00:00,137.0,"Monclova, Coah.- A driver had a strong scare when he was hit by a truck of Autotransportes Benavides, when both were traveling under the vehicular bridge, located on Harold R. Pape Boulevard and Puerta Cuatro Avenue.Fortunately, the rear-end collision did not result in any injuries, but did cause considerable material damage.According to the information, the accident occurred around 3:30 p.m. yesterday, when the International truck impacted against the rear of the Fiat, causing damages to both vehicles.Accident Control officers arrived at the scene, who took knowledge of what happened.The alleged responsible party was a white International truck, with license plates A-83560-C, driven by Tomás Antonio Ledezma, while the affected party was a red Fiat car, with license plates LGH-029-A, driven by Édgar Alejandro Limón.",Truck driver hits car driver in Monclova,"Monclova, Coah.- A driver had a strong scare when he was hit by a truck driver of Autotransportes Benavides, when both were traveling under the vehicular bridge, located on Harold R. Pape Boulevard and Puerta Cuatro Avenue. Fortunately, the rear-end collision did not result in any physical injuries, but did cause considerable material damage.

According to the information, the accident occurred around 3:30 p.m. yesterday, when the International truck impacted against the rear of the Fiat, causing damages to both vehicles. This incident highlights the ongoing need for increased road safety measures in the area, as similar crashes have occurred in the past.

Accident Control officers arrived at the scene, who took knowledge of what happened. The alleged responsible party was a white International truck, with license plates A-83560-C, driven by Tomás Antonio Ledezma, while the affected party was a red Fiat car, with license plates LGH-029-A, driven by Édgar Alejandro Limón. Both drivers appeared shaken but otherwise unharmed.",827
Young man dies after horrific crash in NSW 's Southern Tablelands,2025-02-02 21:56:00,76.0,"A young man has died in a horror crash after his car smashed into a tree in NSW's Southern Tablelands. Emergency services were called to Tarago, 70km north east of Canberra, at about 6.30pm on Sunday following reports of a crash. Police said the driver was travelling along Bungendore Road when he crashed into a tree. A crime scene was established and launched an investigation into the circumstances of the crash. A report will be prepared for the coroner. ",Driver dies after crashing car into a tree in NSW's Southern Tablelands,"A young man, the driver of a car, has died after a serious crash in NSW's Southern Tablelands. Emergency services were called to Tarago, 70km north east of Canberra, at about 6:30pm on Sunday following reports of the crash.
He was traveling along Bungendore Road when he unfortunately crashed into a tree. Unfortunately, the driver is reported to have suffered fatal injuries.
A crime scene was established and an investigation was launched by police into the circumstances of the crash. This incident is the latest in a series of fatal crashes in the region this year, highlighting ongoing concerns about road safety in rural areas.
A report will be prepared for the coroner.",459
Locals protest after series of accidents,2025-02-11 00:00:00,91.0,"Hyderabad: Residents of Shamirpet staged a protest on Monday, blocking roads and setting tyres on fire, demanding authorities take immediate measures to prevent accidents at the BITS Pilani junction. The agitation follows a series of crashes in the area, with three accidents reported in the past week. On Monday, two women — Gayatri (21) and Bhavani (21) sustained injuries after being hit by a speeding concrete mixer lorry in Anthaipally village. Just three days earlier, a man lost his life in a hit-and-run incident in the same locality. TNN",Residents protest after drivers injure two young women and a man dies in Shamirpet crashes,"Hyderabad: Residents of Shamirpet took to the streets on Monday.
  In the wake of several accidents, they blocked roads and set tires on fire. 
 The community is demanding that authorities take immediate measures to prevent further accidents at the BITS Pilani junction.
 The agitation follows a troubling series of crashes.
 This is including the three accidents reported in the past week.
 On Monday, a speeding concrete mixer truck driver inflicted injuries on  two women, Gayatri and Bhavani, both 21 years old, in Anthaipally village.
 Both young women were treated for their injuries.
 Only three days earlier, a man—whose name has not yet been released— lost his life in a hit and run incident. 
 Officials note that the increase in local traffic has led to multiple collisions in the same locality.
 The Tamil Nadu News reported on the incident.",546
Head-on collision leaves three injured and one dead in La Oroya,2025-02-22 00:00:00,133.0,"Three injured and one dead left a fatal accident at kilometer 11 of the Central Highway, in La Oroya, in the sector of La Balanza. A car with license plate BWX-363 collided head-on with a bus of the Turin Tours transport company, with license plate W2J-967, at around 6:00 a.m. this Saturday 22nd.It was the Limache Huamán family, who were on their way to the city of Huancayo. The father of the family, Limache Huamán Edalio, was at the wheel, accompanied by his partner, Lizbet Maygua Taco, as co-driver, and in the back, their two youngest children, 15 and 7 years old.The driver of the smaller vehicle was left lying on the road and was evacuated along with the other two injured to the EsSalud hospital in La Oroya with serious injuries. Unfortunately, the mother of the family arrived lifeless.","Driver of car and bus collide head-on, leaving four people injured and one woman dead in La Oroya","Four people were injured and a woman was killed in a head-on collision at kilometer 11 of the Central Highway, in La Oroya, in the sector of La Balanza. A car with license plate BWX-363, driven by a man, collided with a bus of the Turin Tours transport company, with license plate W2J-967, at around 6:00 a.m. this Saturday, 22nd. The Limache Huamán family, who were on their way to the city of Huancayo, were in the car.
The father of the family, Limache Huamán Edalio, was at the wheel, accompanied by his partner, Lizbet Maygua Taco, as co-driver, and in the back, their two youngest children, ages 15 and 7. The driver of the smaller vehicle suffered serious injuries and was evacuated along with the other two injured family members to the EsSalud hospital in La Oroya. Unfortunately, the mother of the family, Lizbet Maygua Taco, arrived at the hospital lifeless.
This tragic incident highlights the ongoing need for improved road safety measures in the region. According to local reports, this area has seen an increase in traffic accidents over the past year, with many resulting in serious injuries and fatalities. The community is calling for stricter enforcement of traffic laws and better infrastructure to prevent such devastating events.",800
"PHOTOS: Teachers, six pupils seriously injured in lone bus accident in Ibadan",2025-02-28 00:00:00,141.0," At least three teachers and six school pupils sustained serious injuries after a bus transporting students from Zenith Group of School, Akeyo, Muslim area in Ibadan, Oyo State, for an excursion was involved in a lone accident along Akala Expressway area in Ibadan.The accident occurred in the early hours of Friday when the bus, suspected to have suffered brake failure, tumbled and veered onto the other side of the road.According to one of the pupils, the school owner was also in the vehicle at the time of the crash.More than 20 students were on board, heading to the Railway Station in Omi, Ibadan, for the excursion.Emergency responders, including operatives of the Nigeria Police Force and the Oyo State Road Traffic Management Authority (OYRTMA), arrived at the scene, and the injured victims were taken to a hospital for medical attention.",Driver and passengers including teachers and pupils seriously injured in Ibadan bus crash,"At least three teachers and six school pupils sustained serious injuries after a bus driver lost control of the vehicle transporting students from Zenith Group of School, Akeyo, Muslim area in Ibadan, Oyo State, for an excursion. The accident occurred in the early hours of Friday when the bus, suspected to have suffered brake failure, tumbled and veered onto the other side of the road. Some of the injured students reported feelings of shock and distress, in addition to their physical injuries. The school owner was also in the vehicle at the time of the crash. 
More than 20 students were on board, heading to the Railway Station in Omi, Ibadan, for the excursion. This incident adds to the growing number of road accidents in the region, highlighting the need for improved vehicle maintenance and driver training. Emergency responders, including operatives of the Nigeria Police Force and the Oyo State Road Traffic Management Authority (OYRTMA), arrived at the scene. The injured victims were taken to a hospital for medical attention.",849
Grammy-nominated R&B singer Angie Stone killed in car crash at 63,2025-03-02 00:00:00,70.0,"New Delhi, March 2 -- Grammy-nominated R&B singer Angie Stone, a member of the all-female hip-hop trio The Sequence and known for the hit song ""Wish I Didn't Miss You,"" was killed early Saturday in a car crash. She was 63.Published by HT Digital Content Services with permission from MINT. For any query with respect to this article or any other content requirement, please contact Editor at contentservices@htdigital.in","Driver kills Grammy-nominated R&B singer Angie Stone, 63, in car crash","New Delhi, March 2 -- Grammy-nominated R&B singer Angie Stone, a member of the all-female hip-hop trio The Sequence and known for the hit song 'Wish I Didn't Miss You,' was killed early Saturday in a car crash. The crash occurred when a driver lost control of their vehicle, resulting in fatal injuries to Stone. She was 63. 
The incident highlights the ongoing issue of traffic safety in the region, where crashes resulting in serious injuries or fatalities are unfortunately common. Published by HT Digital Content Services with permission from MINT. For any query with respect to this article or any other content requirement, please contact Editor at contentservices@htdigital.in.",420
SUV driver charged after collision with Owen Sound snowplow,2025-03-09 00:00:00,58.0,"Owen Sound police charged drivers with impaired operation in two separate crashes, one involving a city snowplow. Read More( https://www.owensoundsuntimes.com/news/local-news/suv-driver-charged-after-collision-with-owen-sound-snowplow?utm_source=rss&;utm_medium=feed&;utm_campaign=truncated_content&;utm_content=news_local-news&;utm_term=scott_dunn )",Owen Sound police charge SUV driver after collision with snowplow operator,"Owen Sound police charged drivers with impaired operation in two separate crashes, including one involving a city snowplow.
The snowplow operator sustained minor injuries and was treated at the scene. The SUV driver, who was taken into custody, is expected to face additional charges related to impaired driving. 
This incident highlights a concerning pattern of impaired driving crashes in the area. According to local reports, there have been several similar incidents this winter, raising concerns about road safety and the need for stricter enforcement of impaired driving laws.",350
Lethbridge senior dies in highway crash,2025-03-20 00:00:00,89.0,"A 74-year-old Lethbridge woman has died after her car was involved in a collision with a semi-trailer at the intersection of Highway 845 and Highway 4 in the early afternoon on Tuesday.Coaldale RCMP responded to the two-vehicle crash between a Honda CRV and semi-trailer, south of Coaldale just before 12:30 p.m. The driver of the Honda was the lone occupant in the vehicle and died on the way to hospital. The driver of the semi was not injured.South bound lanes were closed for several hours and RCMP are continuing their investigation.",Semi-trailer driver collides with Lethbridge woman in fatal highway crash,"A 74-year-old Lethbridge woman died Tuesday afternoon when her car collided with a semi-trailer at the intersection of Highway 845 and Highway 4, just south of Coaldale. The Coaldale RCMP responded to the two-vehicle crash between a Honda CRV and the semi-trailer just before 12:30 p.m. The woman, the sole occupant of the Honda, succumbed to her injuries on the way to the hospital. The semi-trailer driver was not physically injured.
The southbound lanes were closed for several hours afterwards. This collision is the latest in a series of serious crashes in the area, highlighting ongoing concerns about highway safety. RCMP are continuing their investigation into the incident.",538
8 students hurt in Camarines Sur road crash,2025-03-11 00:00:00,133.0," Eight college students were injured after the car they were traveling in crashed into a motorists assistance center set up by the police early morning on Tuesday in Canaman, Camarines Sur province.The police said in a report that the 20-year-old driver, who is also a student, lost control of the car that subsequently crashed into a Philippine National Police motorists assistance center at the side of the road at Barangay Baras, at around 2:30 a.m.The driver and passengers, all students of Mariners Polytechnic Colleges Foundation located in Canaman, were hurt and taken to Bicol Medical Center in Naga City for treatment.Investigation revealed that the students were traveling from Naga City to Canaman when the accident happened.The identities of the students were not disclosed in the report",Driver and seven passengers injured in Camarines Sur road crash,"Eight college students, including a 20-year-old driver, were injured when they lost control of their car and crashed into a motorists assistance center set up by the police early morning on Tuesday in Canaman, Camarines Sur province. The driver and passengers, all students of Mariners Polytechnic Colleges Foundation located in Canaman, sustained injuries and were taken to Bicol Medical Center in Naga City for treatment.
The crash occurred at around 2:30 a.m. at Barangay Baras. The students were traveling from Naga City to Canaman when the accident happened. The identities of the students were not disclosed in the report. This incident highlights the ongoing concerns about road safety and the need for better traffic management in the region, as similar crashes have been reported in recent months.
The students experienced varying degrees of physical trauma, with some reporting significant pain and others requiring medical attention for more severe injuries. The emotional impact of the crash is also being addressed, as the students cope with the aftermath of the traumatic event.",799
"Girl dies, father, grandfather injured in road accident",2025-03-16 00:00:00,136.0," A road traffic accident on Lahore Road claimed the life of a two-and-a-half-year-old girl, while her father and grandfather sustained severe injuries.The tragic incident occurred near village 217/EB when a speeding tractor-trolley lost control and rammed into a car.According to the details, Ehsan Elahi, a resident of Habib Colony, was traveling to Burewala with his father, wife, and daughter when the reckless driver of the tractor-trolley crashed into their vehicle. The impact proved fatal for little Noor-ul-Huda, who succumbed to her injuries on the spot. Ehsan Elahi, his wife, and his father were critically injured and were rushed to THQ Hospital for treatment.Meanwhile, the tractor-trolley driver fled. However, Gaggu Mandi police have seized the tractor trolley and registered a case against the driver.","Tractor-trolley driver kills toddler, injures girl's father and grandfather in crash","A road traffic accident on Lahore Road resulted in the death of two-and-a-half-year-old Noor-ul-Huda. Her father, Ehsan Elahi, and grandfather sustained severe injuries, with broken bones and lacerations, and are now coping with the emotional trauma of losing a loved one. The tragic incident occurred near village 217/EB when a speeding tractor-trolley driver lost control and rammed into their car.
Ehsan Elahi, a resident of Habib Colony, was traveling to Burewala with his father, wife, and daughter when the reckless driver crashed into their vehicle. The impact proved fatal for little Noor-ul-Huda, who succumbed to her injuries on the spot. Ehsan Elahi, his wife, who is now grappling with immense grief, and his father were critically injured and were rushed to THQ Hospital for treatment.
Meanwhile, the tractor-trolley driver fled the scene, leaving the family to deal with the aftermath. However, Gaggu Mandi police have seized the tractor trolley and registered a case against the driver. This incident highlights the ongoing issue of reckless driving and the urgent need for improved road safety measures in the region.",817
Brit killed by motorcade of Kenya leader,2025-03-15 00:00:00,111.0,"A BRITON died in a hitand-run crash involving the motorcade of Kenya's President William Ruto.Edgar Frederick, 79, died on Thursday following the high-speed collision in capital Nairobi.The driver, who did not stop after the crash, was arrested and later released on bail, police spokesman Michael Muchiri said.The accident on a major road caused outrage, as videos showed the victim lying on the tarmac with his head bleeding heavily.Mr Muchiri told the BBC Mr Frederick had been visiting his sister and nephew, who are residents of the East African country.Mr Muchiri said a postmortem would be held.The British High Commission added it was ""liaising with authorities"".
Graphic SPEECH Ruto on Thursday",Driver in President Ruto's motorcade kills British man Edgar Frederick,"Kenyan authorities confirmed that Edgar Frederick, a 79-year-old British man, was killed in a hit-and-run crash involving the motorcade of Kenya's President William Ruto. Frederick suffered severe head injuries and died on Thursday following the high-speed collision in the capital, Nairobi.
The driver, who did not stop after the crash, was arrested and later released on bail, police spokesman Michael Muchiri said. To make matters worse, the accident on a major road caused outrage, as videos showed Frederick lying on the tarmac. These incidents are increasingly common and highlight wider traffic safety concerns across the country.
Mr Muchiri told the BBC that Frederick had been visiting his sister and nephew, who are residents of the East African country. He expressed condolences for the family and noted that a postmortem examination would be held to determine the exact cause of death.
Meanwhile, the British High Commission stated it was liaising with local authorities to assist with the repatriation of Frederick's body and to support his family during this difficult time.",703
Two people injured in collision near Delhi,2025-03-06 00:00:00,59.0,Norfolk OPP is investigating a two-vehicle collision that sent two people to hospital and closed a section of Highway 3. Read More( https://www.simcoereformer.ca/news/local-news/norfolk-opp-investigating-two-vehicle-collision-near-delhi?utm_source=rss&;utm_medium=feed&;utm_campaign=truncated_content&;utm_content=news_local-news&;utm_term=vincent_ball ),Drivers are injured in collision near Delhi,"Norfolk OPP is investigating a two-vehicle collision that resulted in two drivers being transported to the hospital with unspecified injuries, causing a section of Highway 3 to be temporarily closed to traffic. 
Injuries from such high-speed incidents vary, from broken bones and internal bleeding to long-term psychological trauma, such as PTSD. 
As per the Ontario provincial police, there were over 23,000 collisions resulting in injury in 2022, showing the critical need for ongoing road safety initiatives and driver awareness campaigns. Investigators are appealing for witnesses to the crash to come forward. 
Anyone with information has been asked to contact Norfolk OPP at 519-426-6111 or Crimestoppers at 1-800-222-8477.",354
Fatal truck crash closes highway near Hamilton,2025-03-26 00:00:00,152.0,"One person is dead following a two-vehicle crash in Horotiu, north of Hamilton, that has shut part of the expressway.Police were called to the crash on the highway, also known as Mangaharakeke Drive, about 11am yesterday.It is now closed near the Te Rapa Rd off-ramp.""Sadly, the driver of one vehicle died at the scene,"" a police statement said.No further injuries were reported.The crash occurred on the southbound lane where a smaller truck appears to have rear-ended a larger Gleeson &#38; Cox Transport truck at speed.Pumpkins and potatoes were left strewn over the tarseal as police assessed the scene to figure out exactly what happened.Motorists were asked to avoid the area and expect delays.--------------------CAPTION:A smaller vehicle was heavily damaged after it collided with a larger tandem trailer truck on the Waikato Expressway near the Te Rapa Rd off-ramp yesterday. CHRISTEL YARDLEY/waikato times","Driver fatally injures man in truck crash, halting highway near Hamilton","A man lost his life following a two-vehicle collision in Horotiu, north of Hamilton. This devastating crash has shut down part of the expressway, also known as Mangaharakeke Drive. Police received reports of the crash on the highway around 11 AM yesterday. The highway remains closed near the Te Rapa Road off-ramp.
    		""Sadly, the driver of one vehicle died at the scene,"" a police statement confirmed. Fortunately, no further injuries were reported. The man experienced fatal trauma, despite efforts from emergency responders. 
    		The crash unfolded in the southbound lane where a smaller truck, driven by a man, rear-ended a larger Gleeson & Cox Transport truck at speed. Officials noted that this collision was the most recent in a stretch of highway with a history of serious traffic incidents. The resulting scene displayed a chaotic encore of pumpkins and potatoes strewn over the tarseal as police assessed the scene to determine the events leading to the fatal collision. 
    		Motorists should remain aware of alternative routes and anticipate significant traffic delays as investigations continue.  This intersection has been a focal point for traffic safety advocates, advocating for enhanced traffic infrastructure. 
    		The driver, injured physically and psychologically from the harrowing experience, received timely assistance to mitigate long-term stress. 
    		CAPTION: A smaller vehicle was heavily damaged after it collided with a larger tandem trailer truck on the Waikato Expressway near the Te Rapa Road off-ramp yesterday. CHRISTEL YARDLEY/wAIKATO times.",915
Arrest made as man dies after being hit by a truck in Wigan,2025-03-19 00:00:00,85.0,"Emergency services, including the air ambulance, responded to reports of an incident where a truck was in collision with a pedestrian on Freckleton Street at around 9.35am on Wednesday.Despite the best efforts of emergency service workers, the pedestrian – a 61-year-old man – died.READ MORE: Wigan couple fined for 10-year-old's truancyA 58-year-old man was arrested on suspicion of gross negligence manslaughter.An investigation has been launched by police in conjunction with the Health and Safety Executive.
Graphic Emergency services descend to Freckleton Street",Truck driver arrested after hitting and fatally injuring pedestrian in Wigan,"Emergency services, including the air ambulance, responded to reports of an incident where a truck driver collided with a pedestrian on Freckleton Street at around 9:35 am on Wednesday. The pedestrian, a 61-year-old man, sustained fatal injuries and died despite the best efforts of emergency service workers.
The truck driver, a 58-year-old man, was arrested on suspicion of gross negligence manslaughter. An investigation has been launched by police in conjunction with the Health and Safety Executive.
This incident highlights the ongoing risks faced by pedestrians in urban areas, where traffic-related fatalities continue to be a significant concern. According to recent statistics, pedestrian deaths have been on the rise, emphasizing the need for enhanced safety measures and public awareness campaigns.
Graphic: Emergency services descend to Freckleton Street",567
Dzivarasekwa accident death toll rises to 8,2025-03-21 00:00:00,109.0,"HARARE, Mar.20 (NewsDayLive)- The death toll from a road traffic accident that occurred at the intersection of Bulawayo and Dzivarasekwa roads Wednesday morning has risen to eight, police have said.The accident, which involved a commuter omnibus and two trucks, claimed seven lives on the spot while others were seriously injured.National police spokesperson Commissioner Paul Nyathi said seven of the deceased have been positively identified. These are Zedi Chikomo, Mary Round, Nyarai Meki, Sophia Machamba, Enoch Chanengeta, Blessing Banda, and Takudzwa Musekiwa.The eighth victim, whose body is at Sally Mugabe Hospital mortuary, is yet to be identified.",Eight people die in Harare crash involving commuter omnibus and two trucks,"HARARE, Mar.20 (NewsDayLive)- The death toll from a road traffic accident that occurred at the intersection of Bulawayo and Dzivarasekwa roads Wednesday morning has risen to eight, police have said.
The accident, which involved a commuter omnibus and two trucks, claimed seven lives on the spot, leaving others with serious physical injuries.
National police spokesperson Commissioner Paul Nyathi said seven of the deceased have been positively identified. These are Zedi Chikomo, Mary Round, Nyarai Meki, Sophia Machamba, Enoch Chanengeta, Blessing Banda, and Takudzwa Musekiwa. The eighth victim, whose body is at Sally Mugabe Hospital mortuary, is yet to be identified.
This incident is one of many on Harare's roads this year, highlighting the urgent need for improved traffic safety measures and infrastructure.",658
Note to readers: Accident causes U-T delivery problem in some areas,2025-03-09 00:00:00,107.0,"Due to an unfortunate vehicle accident, a portion of today's Union-Tribune newspapers were damaged and undeliverable. As a result,  some subscribers in San Diego County will not receive a printed edition of Sunday's U-T.  We will do our best to have a redelivery made on Monday.Meanwhile, access to our website with all the latest news and information is free to all subscribers. Subscribers may also access the eNewspaper on our site, which is a digital replica of today's print edition.Ron Hasse, PresidentThe San Diego Union-Tribune©2025 The San Diego Union-Tribune. Visit sandiegouniontribune.com. Distributed by Tribune Content Agency, LLC.",Driver involved in crash affecting U-T delivery in some areas,"Due to a crash involving a driver, a portion of today's Union-Tribune newspapers were damaged and undeliverable. The driver may have sustained injuries, and the incident has caused delays in delivery. As a result, some subscribers in San Diego County will not receive a printed edition of Sunday's U-T. 
 We will do our best to have a redelivery made on Monday. This incident is a reminder of the ongoing traffic safety issues in the region, with similar crashes occurring frequently. 
 Meanwhile, access to our website with all the latest news and information is free to all subscribers. Subscribers may also access the eNewspaper on our site, which is a digital replica of today's print edition. 
 Ron Hasse, President
 The San Diego Union-Tribune
 ©2025 The San Diego Union-Tribune. Visit sandiegouniontribune.com. Distributed by Tribune Content Agency, LLC.",645
3 of T’gana family killed in US car crash,2025-03-18 00:00:00,138.0,"Three members of a family, including a five-year-old boy, from Telangana’s Rangareddy district were killed in a road accident in Osceola County, Florida, in the US on Sunday, reports Sushil Rao. The crash occurred when a pickup truck driving on the wrong side of the road collided head-on with the SUV the victims were travelling in. The deceased have been identified as Pragathi Reddy (34), her mother-in-law Suneetha (56), and son Arvin (5). Pragathi’s husband Rohit Reddy (34), who was driving the SUV, and their nine-month-old son survived with injuries. Pragathi was the second daughter of former MPTC member Mohan Reddy and former sarpanch Pavitra Devi, associated with BRS. The SUV overturned after it veered off the road. Pragathi and Suneetha were pronounced dead at the scene, while Arvin was declared dead at a hospital.",Driver of pickup truck kills three family members from Telangana in US car crash,"Three family members from Telangana’s Rangareddy district, including a five-year-old boy, suffered fatal injuries while two others sustained life-threatening injuries in a road accident caused by a reckless driver in Osceola County, Florida, in the US on Sunday. The crash occurred when a pickup truck driving on the wrong side of the road collided head-on with the SUV driven by Rohit Reddy, killing his wife Pragathi Reddy (34), her mother-in-law Suneetha (56), and their son Arvin (5).  Rohit and their nine-month-old son suffered significant physical trauma and emotional distress.
Pragathi was the second daughter of former MPTC member Mohan Reddy and former sarpanch Pavitra Devi, associated with BRS. According to the National Highway Traffic Safety Administration, wrong-way driving crashes, although relatively rare, account for a disproportionate number of fatalities. The SUV overturned after it veered off the road, scattering debris and causing further anxiety for nearby motorists.  Pragathi and Suneetha were pronounced dead at the scene, while Arvin was declared dead at a hospital.",831
Trucks crash at eastside Owen Sound intersection,2025-03-06 00:00:00,58.0,One driver was taken to hospital after two pickup trucks collided at 10th Street and 7th Avenue East Thursday morning. Read More( https://www.owensoundsuntimes.com/news/local-news/trucks-crash-at-eastside-owen-sound-intersection-thursday?utm_source=rss&;utm_medium=feed&;utm_campaign=truncated_content&;utm_content=news_local-news&;utm_term=scott_dunn ),Two drivers collide at eastside Owen Sound intersection,"One driver was taken to hospital with injuries after two pickup trucks collided at 10th Street and 7th Avenue East Thursday morning. 

The incident is the latest in a series of collisions at this intersection, which has seen an increase in traffic-related incidents over the past year. 

The driver who was hospitalized sustained visible injuries and was reported to be in stable condition. The other driver was treated at the scene for minor injuries. 

Both drivers were shaken by the experience, and emergency services provided support to help them cope with the aftermath. 

Local authorities are urging drivers to exercise caution at this intersection, reminding the public that speeding and distracted driving contribute to the rising number of traffic incidents in the area.",353
Arequipa: Passenger dies after minivans collide on Colca entrance road,2025-03-05 00:00:00,108.0,"The head-on collision between two minivans providing passenger transport service to the Colca Valley, in the province of Caylloma, caused the death of a woman and left several users injured.It was learned that the collision between the units with license plates DJV-956 and VCV-950, occurred yesterday at noon in the area known as ""trocra pampa"", at kilometer 21.8 of the penetration road to the district of Chivay, Caylloma.One of the units overturned causing the death of an unidentified woman. Highway Police officers went to the accident site and did not find the injured passengers who were evacuated by private drivers.Sample HTML block       ","Arequipa: Two minivan drivers collide on Colca Valley road, killing female passenger and injuring others","The head-on collision between the drivers of two minivans providing passenger transport services to the Colca Valley, in the province of Caylloma, caused the death of a woman and left several passengers injured. The collision between the units with license plates DJV-956 and VCV-950 occurred yesterday at noon in an area known as ""trocra pampa,"" at kilometer 21.8 of the penetration road leading to the district of Chivay, Caylloma. One of the minivans overturned, where the unidentified woman sustained fatal injuries.
The collision highlights ongoing concerns over road safety in the region, which has seen a number of similar incidents in recent years. Highway Police officers rushed to the accident site and did not find the injured passengers who had already been evacuated by private drivers, some of whom may have been experiencing shock and distress.",649
Five-vehicle crash closes Coast Road IN BRIEF,2025-03-20 00:00:00,137.0,"MAJOR traffic delays were caused yesterday morning after a multivehicle collision on the Coast Road.Emergency services were called to the A1058 eastbound at Wallsend following a crash involving five vehicles from Battle Hill Drive to Churchill Street.The crash resulted in eastbound route being blocked, with traffic also building up on the westbound route due to motorists rubbernecking.The road was finally fully reopened shortly after 10.30am and the vehicles were recovered.A Northumbria Police spokesperson said: ""At 7.50am today (Wednesday), we received a report of a five-vehicle collision on the A1058 eastbound at Wallsend. Emergency services attended the scene and no-one is reported to have been seriously injured. The vehicles involved have now been recovered from the carriageway and the road is fully re-open.""",Emergency services respond to five-driver crash on Coast Road,"MAJOR traffic delays were caused yesterday morning after a multivehicle collision on the Coast Road. Emergency services were called to the A1058 eastbound at Wallsend following a crash involving five drivers from Battle Hill Drive to Churchill Street. 
The crash resulted in eastbound route being blocked, with traffic also building up on the westbound route due to motorists rubbernecking. The incident is the latest in a series of crashes on this stretch of road, raising concerns about safety measures. 
The road was finally fully reopened shortly after 10.30am and the vehicles were recovered. Fortunately, no serious injuries were reported, but some drivers experienced shock and disorientation. 
A Northumbria Police spokesperson said: ""At 7.50am today (Wednesday), we received a report of a five-vehicle collision on the A1058 eastbound at Wallsend. Emergency services attended the scene and no-one is reported to have been seriously injured. The vehicles involved have now been recovered from the carriageway and the road is fully re-open.""",824
Bus collision kills at least 37 GLOBAL BRIEFING,2025-03-03 00:00:00,96.0,"AT least 37 people died and another 39 were injured when two buses collided on a rural road in south-west Bolivia, police have said.The accident took place early on Saturday a few kilometres from Uyuni, the gateway to Salar de Uyuni, a major tourist attraction and the world's largest salt flat.One of the buses was heading to Oruro, where one of the most important carnival celebrations in Latin America has been taking place at the weekend.A police spokesperson said one of the two bus drivers, who both survived the crash, had been spotted by passengers, consuming alcohol.","Bus drivers cause deadly crash; at least 37 people killed, 39 others injured","At least 37 people were killed and another 39 sustained severe physical injuries when two buses collided on a rural road in south-west Bolivia, according to police reports.
The accident occurred early on Saturday, a few kilometers from Uyuni, the gateway to Salar de Uyuni, a major tourist attraction and the world's largest salt flat. The families of those deceased and the injury survivors will suffer lasting emotional trauma.
One of the buses was en route to Oruro, where one of the most important carnival celebrations in Latin America was taking place over the weekend. 
A police spokesperson stated that one of the two bus drivers, both of whom survived the crash, had been seen by passengers consuming alcohol. 
This tragic incident highlights a widespread problem of impaired driving, which accounts for a growing percentage of traffic-related fatalities worldwide.",576
Man dies after single vehicle collision in Whitehaven,2025-03-03 00:00:00,118.0,"A man has died following a single-vehicle collision in Whitehaven.Emergency services were called to a report of a single-vehicle road traffic collision near the Nisa Local store on Whinlatter Road, Whitehaven, at 12:57 today (Monday, March 3).Following the incident, the driver of the vehicle, a man in his mid-sixties, was subsequently pronounced deceased at the scene.A Cumbria Police spokesperson said: ""Officers are appealing for any witnesses or anyone who has any information to make contact with them.""The family of the deceased are aware and are receiving support from specialist officers.""The road has now reopened.""Anyone with information can contact officers on 101 or email SCIU@cumbria.police.uk""",Driver in his mid-sixties killed in Whitehaven single-vehicle collision,"Emergency services rushed to the scene of a single-vehicle road traffic collision near the Nisa Local store on Whinlatter Road, Whitehaven, at 12:57 today (Monday, March 3). The driver of the vehicle, a man in his mid-sixties, sustained fatal injuries and was pronounced deceased at the scene.
Motor vehicle incidents, such as this one, continue to be a prevalent concern on the roads, with thousands occurring nationwide each year. Cumbria Police is requesting the public's assistance in this case.
A Cumbria Police spokesperson said: ""Officers are appealing for any witnesses or anyone who has any information to contact them.""
The family of the deceased man has been informed and is receiving support from specialist officers. Officers have reopened the road to traffic.
Anyone with information can contact officers on 101 or email SCIU@cumbria.police.uk.",709
